Old_SampleID	dataset	genus_sp	subspecies	common_name	uniqueid	site	site_code	country	country_zoo	captivity_status	captivity_status_ext	amplicon	sample	Description	X.SampleID
a153	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a153	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a153	wild_gorilla	wd.gor.DJ.a153.16s
a154	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a154	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a154	wild_gorilla	wd.gor.DJ.a154.16s
a155	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a155	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a155	wild_gorilla	wd.gor.DJ.a155.16s
a156	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a156	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a156	wild_gorilla	wd.gor.DJ.a156.16s
a157	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a157	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a157	wild_gorilla	wd.gor.DJ.a157.16s
a158	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a158	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a158	wild_gorilla	wd.gor.DJ.a158.16s
a159	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a159	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a159	wild_gorilla	wd.gor.DJ.a159.16s
a160	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a160	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a160	wild_gorilla	wd.gor.DJ.a160.16s
a161	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a161	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a161	wild_gorilla	wd.gor.DJ.a161.16s
a162	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a162	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a162	wild_gorilla	wd.gor.DJ.a162.16s
a163	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a163	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a163	wild_gorilla	wd.gor.DJ.a163.16s
a164	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a164	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a164	wild_gorilla	wd.gor.DJ.a164.16s
a165	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a165	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a165	wild_gorilla	wd.gor.DJ.a165.16s
a166	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a166	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a166	wild_gorilla	wd.gor.DJ.a166.16s
a167	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a167	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a167	wild_gorilla	wd.gor.DJ.a167.16s
a168	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a168	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a168	wild_gorilla	wd.gor.DJ.a168.16s
a169	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a169	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a169	wild_gorilla	wd.gor.DJ.a169.16s
a170	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a170	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a170	wild_gorilla	wd.gor.DJ.a170.16s
a171	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a171	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a171	wild_gorilla	wd.gor.DJ.a171.16s
COL.Bonobo10	this_study	Pan_paniscus	Pan_paniscus	bonobo	10	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.bon.COLZ.10	captive_bonobo	cp.bon.COLZ.10.16s
COL.Bonobo12	this_study	Pan_paniscus	Pan_paniscus	bonobo	12	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.bon.COLZ.12	captive_bonobo	cp.bon.COLZ.12.16s
COL.Bonobo13	this_study	Pan_paniscus	Pan_paniscus	bonobo	13	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.bon.COLZ.13	captive_bonobo	cp.bon.COLZ.13.16s
COL.Bonobo02	this_study	Pan_paniscus	Pan_paniscus	bonobo	2	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.bon.COLZ.2	captive_bonobo	cp.bon.COLZ.2.16s
COL.Bonobo05	this_study	Pan_paniscus	Pan_paniscus	bonobo	5	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.bon.COLZ.5	captive_bonobo	cp.bon.COLZ.5.16s
COL.Bonobo06	this_study	Pan_paniscus	Pan_paniscus	bonobo	6	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.bon.COLZ.6	captive_bonobo	cp.bon.COLZ.6.16s
COL.Bonobo07	this_study	Pan_paniscus	Pan_paniscus	bonobo	7	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.bon.COLZ.7	captive_bonobo	cp.bon.COLZ.7.16s
COL.Bonobo08	this_study	Pan_paniscus	Pan_paniscus	bonobo	8	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.bon.COLZ.8	captive_bonobo	cp.bon.COLZ.8.16s
COL.Bonobo09	this_study	Pan_paniscus	Pan_paniscus	bonobo	9	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.bon.COLZ.9	captive_bonobo	cp.bon.COLZ.9.16s
HOU.Chimp01	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	1	houston_zoo	HOUZ	USA	USA_HoustonZoo	captive	captive	16s	cp.chi.HOUZ.1	captive_chimp	cp.chi.HOUZ.1.16s
HOU.Chimp02	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	2	houston_zoo	HOUZ	USA	USA_HoustonZoo	captive	captive	16s	cp.chi.HOUZ.2	captive_chimp	cp.chi.HOUZ.2.16s
HOU.Chimp03	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	3	houston_zoo	HOUZ	USA	USA_HoustonZoo	captive	captive	16s	cp.chi.HOUZ.3	captive_chimp	cp.chi.HOUZ.3.16s
HOU.Chimp04	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	4	houston_zoo	HOUZ	USA	USA_HoustonZoo	captive	captive	16s	cp.chi.HOUZ.4	captive_chimp	cp.chi.HOUZ.4.16s
HOU.Chimp05	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	5	houston_zoo	HOUZ	USA	USA_HoustonZoo	captive	captive	16s	cp.chi.HOUZ.5	captive_chimp	cp.chi.HOUZ.5.16s
HOU.Chimp06	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	6	houston_zoo	HOUZ	USA	USA_HoustonZoo	captive	captive	16s	cp.chi.HOUZ.6	captive_chimp	cp.chi.HOUZ.6.16s
HOU.Chimp07	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	7	houston_zoo	HOUZ	USA	USA_HoustonZoo	captive	captive	16s	cp.chi.HOUZ.7	captive_chimp	cp.chi.HOUZ.7.16s
HOU.Chimp08	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	8	houston_zoo	HOUZ	USA	USA_HoustonZoo	captive	captive	16s	cp.chi.HOUZ.8	captive_chimp	cp.chi.HOUZ.8.16s
COL.Gorilla10	this_study	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	10	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.gor.COLZ.10	captive_gorilla	cp.gor.COLZ.10.16s
COL.Gorilla11	this_study	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	11	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.gor.COLZ.11	captive_gorilla	cp.gor.COLZ.11.16s
COL.Gorilla12	this_study	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	12	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.gor.COLZ.12	captive_gorilla	cp.gor.COLZ.12.16s
COL.Gorilla13	this_study	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	13	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.gor.COLZ.13	captive_gorilla	cp.gor.COLZ.13.16s
COL.Gorilla02	this_study	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	2	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.gor.COLZ.2	captive_gorilla	cp.gor.COLZ.2.16s
COL.Gorilla03	this_study	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	3	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.gor.COLZ.3	captive_gorilla	cp.gor.COLZ.3.16s
COL.Gorilla04	this_study	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	4	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.gor.COLZ.4	captive_gorilla	cp.gor.COLZ.4.16s
COL.Gorilla05	this_study	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	5	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.gor.COLZ.5	captive_gorilla	cp.gor.COLZ.5.16s
COL.Gorilla06	this_study	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	6	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.gor.COLZ.6	captive_gorilla	cp.gor.COLZ.6.16s
COL.Gorilla07	this_study	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	7	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.gor.COLZ.7	captive_gorilla	cp.gor.COLZ.7.16s
COL.Gorilla09	this_study	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	9	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.gor.COLZ.9	captive_gorilla	cp.gor.COLZ.9.16s
HOU.Gorilla01	this_study	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	1	houston_zoo	HOUZ	USA	USA_HoustonZoo	captive	captive	16s	cp.gor.HOUZ.1	captive_gorilla	cp.gor.HOUZ.1.16s
HOU.Gorilla02	this_study	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	2	houston_zoo	HOUZ	USA	USA_HoustonZoo	captive	captive	16s	cp.gor.HOUZ.2	captive_gorilla	cp.gor.HOUZ.2.16s
HOU.Gorilla03	this_study	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	3	houston_zoo	HOUZ	USA	USA_HoustonZoo	captive	captive	16s	cp.gor.HOUZ.3	captive_gorilla	cp.gor.HOUZ.3.16s
HOU.Gorilla04	this_study	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	4	houston_zoo	HOUZ	USA	USA_HoustonZoo	captive	captive	16s	cp.gor.HOUZ.4	captive_gorilla	cp.gor.HOUZ.4.16s
HOU.Gorilla05	this_study	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	5	houston_zoo	HOUZ	USA	USA_HoustonZoo	captive	captive	16s	cp.gor.HOUZ.5	captive_gorilla	cp.gor.HOUZ.5.16s
HOU.Gorilla06	this_study	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	6	houston_zoo	HOUZ	USA	USA_HoustonZoo	captive	captive	16s	cp.gor.HOUZ.6	captive_gorilla	cp.gor.HOUZ.6.16s
HOU.Gorilla07	this_study	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	7	houston_zoo	HOUZ	USA	USA_HoustonZoo	captive	captive	16s	cp.gor.HOUZ.7	captive_gorilla	cp.gor.HOUZ.7.16s
COL.Orang01	this_study	Pongo_undetermined	Pongo_undetermined	orangutan	1	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.ora.COLZ.1	captive_orangutan	cp.ora.COLZ.1.16s
COL.Orang02	this_study	Pongo_undetermined	Pongo_undetermined	orangutan	2	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.ora.COLZ.2	captive_orangutan	cp.ora.COLZ.2.16s
COL.Orang03	this_study	Pongo_undetermined	Pongo_undetermined	orangutan	3	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.ora.COLZ.3	captive_orangutan	cp.ora.COLZ.3.16s
COL.Orang04	this_study	Pongo_undetermined	Pongo_undetermined	orangutan	4	columbus_zoo	COLZ	USA	USA_ColumbusZoo	captive	captive	16s	cp.ora.COLZ.4	captive_orangutan	cp.ora.COLZ.4.16s
HOU.Orang01	this_study	Pongo_undetermined	Pongo_undetermined	orangutan	1	houston_zoo	HOUZ	USA	USA_HoustonZoo	captive	captive	16s	cp.ora.HOUZ.1	captive_orangutan	cp.ora.HOUZ.1.16s
HOU.Orang02	this_study	Pongo_undetermined	Pongo_undetermined	orangutan	2	houston_zoo	HOUZ	USA	USA_HoustonZoo	captive	captive	16s	cp.ora.HOUZ.2	captive_orangutan	cp.ora.HOUZ.2.16s
HOU.Orang03	this_study	Pongo_undetermined	Pongo_undetermined	orangutan	3	houston_zoo	HOUZ	USA	USA_HoustonZoo	captive	captive	16s	cp.ora.HOUZ.3	captive_orangutan	cp.ora.HOUZ.3.16s
HOU.Orang04	this_study	Pongo_undetermined	Pongo_undetermined	orangutan	4	houston_zoo	HOUZ	USA	USA_HoustonZoo	captive	captive	16s	cp.ora.HOUZ.4	captive_orangutan	cp.ora.HOUZ.4.16s
HOU.Orang05	this_study	Pongo_undetermined	Pongo_undetermined	orangutan	5	houston_zoo	HOUZ	USA	USA_HoustonZoo	captive	captive	16s	cp.ora.HOUZ.5	captive_orangutan	cp.ora.HOUZ.5.16s
HOU.Orang06	this_study	Pongo_undetermined	Pongo_undetermined	orangutan	6	houston_zoo	HOUZ	USA	USA_HoustonZoo	captive	captive	16s	cp.ora.HOUZ.6	captive_orangutan	cp.ora.HOUZ.6.16s
ProjectChimps-A1-V4	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	A1	ProjectChimps	PC	USA	USA_ProjectChimps	captive	captive	16S	cp.chi.PC.A1	captive_chimp	cp.chi.PC.A1.16S
ProjectChimps-A11-V4	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	A10	ProjectChimps	PC	USA	USA_ProjectChimps	captive	captive	16S	cp.chi.PC.A10	captive_chimp	cp.chi.PC.A10.16S
ProjectChimps-A11-V4	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	A11	ProjectChimps	PC	USA	USA_ProjectChimps	captive	captive	16S	cp.chi.PC.A11	captive_chimp	cp.chi.PC.A11.16S
ProjectChimps-A12-V4	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	A12	ProjectChimps	PC	USA	USA_ProjectChimps	captive	captive	16S	cp.chi.PC.A12	captive_chimp	cp.chi.PC.A12.16S
ProjectChimps-A2-V4	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	A2	ProjectChimps	PC	USA	USA_ProjectChimps	captive	captive	16S	cp.chi.PC.A2	captive_chimp	cp.chi.PC.A2.16S
ProjectChimps-A3-V4	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	A3	ProjectChimps	PC	USA	USA_ProjectChimps	captive	captive	16S	cp.chi.PC.A3	captive_chimp	cp.chi.PC.A3.16S
ProjectChimps-A4-V4	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	A4	ProjectChimps	PC	USA	USA_ProjectChimps	captive	captive	16S	cp.chi.PC.A4	captive_chimp	cp.chi.PC.A4.16S
ProjectChimps-A5-V4	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	A5	ProjectChimps	PC	USA	USA_ProjectChimps	captive	captive	16S	cp.chi.PC.A5	captive_chimp	cp.chi.PC.A5.16S
ProjectChimps-A6-V4	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	A6	ProjectChimps	PC	USA	USA_ProjectChimps	captive	captive	16S	cp.chi.PC.A6	captive_chimp	cp.chi.PC.A6.16S
ProjectChimps-A7-V4	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	A7	ProjectChimps	PC	USA	USA_ProjectChimps	captive	captive	16S	cp.chi.PC.A7	captive_chimp	cp.chi.PC.A7.16S
ProjectChimps-A8-V4	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	A8	ProjectChimps	PC	USA	USA_ProjectChimps	captive	captive	16S	cp.chi.PC.A8	captive_chimp	cp.chi.PC.A8.16S
ProjectChimps-A9-V4	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	A9	ProjectChimps	PC	USA	USA_ProjectChimps	captive	captive	16S	cp.chi.PC.A9	captive_chimp	cp.chi.PC.A9.16S
ProjectChimps-B1-V4	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	B1	ProjectChimps	PC	USA	USA_ProjectChimps	captive	captive	16S	cp.chi.PC.B1	captive_chimp	cp.chi.PC.B1.16S
ProjectChimps-B2-V4	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	B2	ProjectChimps	PC	USA	USA_ProjectChimps	captive	captive	16S	cp.chi.PC.B2	captive_chimp	cp.chi.PC.B2.16S
ProjectChimps-B3-V4	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	B3	ProjectChimps	PC	USA	USA_ProjectChimps	captive	captive	16S	cp.chi.PC.B3	captive_chimp	cp.chi.PC.B3.16S
ProjectChimps-B4-V4	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	B4	ProjectChimps	PC	USA	USA_ProjectChimps	captive	captive	16S	cp.chi.PC.B4	captive_chimp	cp.chi.PC.B4.16S
ProjectChimps-B6-V4	this_study	Pan_troglodytes	Pan_troglodytes	chimpanzee	B6	ProjectChimps	PC	USA	USA_ProjectChimps	captive	captive	16S	cp.chi.PC.B6	captive_chimp	cp.chi.PC.B6.16S
CS.029	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS029	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS029	industrialized_human	we.hum.UMN.CS029.16s
CS.030	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS030	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS030	industrialized_human	we.hum.UMN.CS030.16s
CS.031	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS031	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS031	industrialized_human	we.hum.UMN.CS031.16s
CS.032	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS032	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS032	industrialized_human	we.hum.UMN.CS032.16s
CS.041	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS041	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS041	industrialized_human	we.hum.UMN.CS041.16s
CS.044	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS044	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS044	industrialized_human	we.hum.UMN.CS044.16s
CS.045	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS045	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS045	industrialized_human	we.hum.UMN.CS045.16s
CS.051	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS051	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS051	industrialized_human	we.hum.UMN.CS051.16s
CS.055	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS055	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS055	industrialized_human	we.hum.UMN.CS055.16s
CS.058	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS058	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS058	industrialized_human	we.hum.UMN.CS058.16s
CS.060	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS060	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS060	industrialized_human	we.hum.UMN.CS060.16s
CS.064	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS064	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS064	industrialized_human	we.hum.UMN.CS064.16s
CS.067	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS067	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS067	industrialized_human	we.hum.UMN.CS067.16s
CS.072	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS072	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS072	industrialized_human	we.hum.UMN.CS072.16s
CS.076	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS076	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS076	industrialized_human	we.hum.UMN.CS076.16s
CS.077	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS077	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS077	industrialized_human	we.hum.UMN.CS077.16s
CS.078	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS078	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS078	industrialized_human	we.hum.UMN.CS078.16s
CS.079	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS079	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS079	industrialized_human	we.hum.UMN.CS079.16s
CS.112	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS112	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS112	industrialized_human	we.hum.UMN.CS112.16s
CS.113	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS113	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS113	industrialized_human	we.hum.UMN.CS113.16s
CS.117	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS117	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS117	industrialized_human	we.hum.UMN.CS117.16s
CS.120	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS120	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS120	industrialized_human	we.hum.UMN.CS120.16s
CS.122	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS122	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS122	industrialized_human	we.hum.UMN.CS122.16s
CS.123	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS123	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS123	industrialized_human	we.hum.UMN.CS123.16s
CS.124	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS124	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS124	industrialized_human	we.hum.UMN.CS124.16s
CS.125	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS125	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS125	industrialized_human	we.hum.UMN.CS125.16s
CS.126	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS126	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS126	industrialized_human	we.hum.UMN.CS126.16s
CS.127	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS127	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS127	industrialized_human	we.hum.UMN.CS127.16s
CS.136	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS136	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS136	industrialized_human	we.hum.UMN.CS136.16s
CS.145	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS145	Control	UMN	USA	USA	industrialized_human	industrialized_human	16s	we.hum.UMN.CS145	industrialized_human	we.hum.UMN.CS145.16s
CS.148	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS148	Control	UMN	USA	USA	industrialized_human	industrialized_human	16s	we.hum.UMN.CS148	industrialized_human	we.hum.UMN.CS148.16s
CS.152	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS152	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS152	industrialized_human	we.hum.UMN.CS152.16s
CS.160	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS160	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS160	industrialized_human	we.hum.UMN.CS160.16s
CS.163	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS163	Hmong2nd	UMN	USA	USA	industrialized_human	industrialized_human2nd	16s	we.hum.UMN.CS163	industrialized_human	we.hum.UMN.CS163.16s
CS.165	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS165	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS165	industrialized_human	we.hum.UMN.CS165.16s
CS.166	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS166	Control	UMN	USA	USA	industrialized_human	industrialized_human	16s	we.hum.UMN.CS166	industrialized_human	we.hum.UMN.CS166.16s
CS.171	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS171	Hmong1st	UMN	USA	USA	industrialized_human	industrialized_human1st	16s	we.hum.UMN.CS171	industrialized_human	we.hum.UMN.CS171.16s
CS.177	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS177	Control	UMN	USA	USA	industrialized_human	industrialized_human	16s	we.hum.UMN.CS177	industrialized_human	we.hum.UMN.CS177.16s
CS.181	vangay_2018	Homo_sapiens	Homo_sapiens	human	CS181	Control	UMN	USA	USA	industrialized_human	industrialized_human	16s	we.hum.UMN.CS181	industrialized_human	we.hum.UMN.CS181.16s
