comparison	Genus	group1	group2	group1_n	group2_n	group1_mean	group2_mean	df	statistic	p	p_adj_bonferroni
chimp.kruskal	Anaerocolumna	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Anaerocolumna	captive_gorilla	wild_gorilla	21	176	0	5e-04	1	6.2	0.013	1
cp_wd.kruskal	Verrucomicrobium	captive_ape	wild_ape	77	377	0	2e-04	1	3.8	0.051	1
bonobo.kruskal	Verrucomicrobium	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Verrucomicrobium	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Verrucomicrobium	captive_gorilla	wild_gorilla	21	176	0	4e-04	1	2.3	0.126	1
cp_wd.kruskal	Rhabdobacter	captive_ape	wild_ape	77	377	0	4e-04	1	11.4	0.001	0.591
bonobo.kruskal	Rhabdobacter	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Rhabdobacter	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Rhabdobacter	captive_gorilla	wild_gorilla	21	176	0	8e-04	1	7.7	0.005	1
cp_wd.kruskal	Mycobacterium	captive_ape	wild_ape	77	377	0	1e-04	1	8.4	0.004	1
bonobo.kruskal	Mycobacterium	captive_bonobo	wild_bonobo	9	69	0	0	1	0.7	0.407	1
chimp.kruskal	Mycobacterium	captive_chimp	wild_chimp	25	132	0	0	1	0.4	0.537	1
gorilla.kruskal	Mycobacterium	captive_gorilla	wild_gorilla	21	176	0	2e-04	1	4.3	0.038	1
cp_wd.kruskal	Lachnospiraceae_UCG-003	captive_ape	wild_ape	77	377	1e-04	0	1	0.2	0.621	1
bonobo.kruskal	Lachnospiraceae_UCG-003	captive_bonobo	wild_bonobo	9	69	0	0	1	0.7	0.407	1
chimp.kruskal	Lachnospiraceae_UCG-003	captive_chimp	wild_chimp	25	132	1e-04	1e-04	1	0.1	0.803	1
gorilla.kruskal	Lachnospiraceae_UCG-003	captive_gorilla	wild_gorilla	21	176	2e-04	0	1	16.8	0	0.033
cp_wd.kruskal	Z20	captive_ape	wild_ape	77	377	0.0023	8e-04	1	28.2	0	0
bonobo.kruskal	Z20	captive_bonobo	wild_bonobo	9	69	0.0025	0	1	67.2	0	0
chimp.kruskal	Z20	captive_chimp	wild_chimp	25	132	6e-04	0.0014	1	0.5	0.466	1
gorilla.kruskal	Z20	captive_gorilla	wild_gorilla	21	176	0.0013	7e-04	1	11.2	0.001	0.652
cp_wd.kruskal	GCA-900066575	captive_ape	wild_ape	77	377	4e-04	5e-04	1	7.5	0.006	1
bonobo.kruskal	GCA-900066575	captive_bonobo	wild_bonobo	9	69	0.0013	0.0021	1	0	0.905	1
chimp.kruskal	GCA-900066575	captive_chimp	wild_chimp	25	132	3e-04	4e-04	1	3.4	0.066	1
gorilla.kruskal	GCA-900066575	captive_gorilla	wild_gorilla	21	176	4e-04	0	1	88.4	0	0
cp_wd.kruskal	Denitrobacterium	captive_ape	wild_ape	77	377	0	5e-04	1	29.5	0	0
bonobo.kruskal	Denitrobacterium	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Denitrobacterium	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Denitrobacterium	captive_gorilla	wild_gorilla	21	176	0	0.001	1	24.7	0	0.001
cp_wd.kruskal	Peptococcus	captive_ape	wild_ape	77	377	7e-04	8e-04	1	20.9	0	0.004
bonobo.kruskal	Peptococcus	captive_bonobo	wild_bonobo	9	69	1e-04	0.0013	1	15.7	0	0.061
chimp.kruskal	Peptococcus	captive_chimp	wild_chimp	25	132	3e-04	7e-04	1	4	0.044	1
gorilla.kruskal	Peptococcus	captive_gorilla	wild_gorilla	21	176	1e-04	8e-04	1	14.7	0	0.101
cp_wd.kruskal	Oscillibacter	captive_ape	wild_ape	77	377	3e-04	2e-04	1	1.7	0.191	1
bonobo.kruskal	Oscillibacter	captive_bonobo	wild_bonobo	9	69	1e-04	1e-04	1	0.9	0.354	1
chimp.kruskal	Oscillibacter	captive_chimp	wild_chimp	25	132	1e-04	4e-04	1	4.2	0.041	1
gorilla.kruskal	Oscillibacter	captive_gorilla	wild_gorilla	21	176	1e-04	0	1	25.5	0	0
cp_wd.kruskal	Phoenicibacter	captive_ape	wild_ape	77	377	0	0.0014	1	105.3	0	0
bonobo.kruskal	Phoenicibacter	captive_bonobo	wild_bonobo	9	69	0	0.0031	1	22.3	0	0.002
chimp.kruskal	Phoenicibacter	captive_chimp	wild_chimp	25	132	1e-04	8e-04	1	14.6	0	0.109
gorilla.kruskal	Phoenicibacter	captive_gorilla	wild_gorilla	21	176	0	0.0013	1	38.3	0	0
cp_wd.kruskal	Arthrobacter	captive_ape	wild_ape	77	377	0	2e-04	1	10.4	0.001	1
bonobo.kruskal	Arthrobacter	captive_bonobo	wild_bonobo	9	69	0	2e-04	1	0.3	0.607	1
chimp.kruskal	Arthrobacter	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Arthrobacter	captive_gorilla	wild_gorilla	21	176	0	3e-04	1	6.6	0.01	1
cp_wd.kruskal	Pirellula	captive_ape	wild_ape	77	377	0	1e-04	1	0.8	0.364	1
bonobo.kruskal	Pirellula	captive_bonobo	wild_bonobo	9	69	0	0	1	0.1	0.718	1
chimp.kruskal	Pirellula	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Pirellula	captive_gorilla	wild_gorilla	21	176	0	2e-04	1	0.4	0.548	1
cp_wd.kruskal	Ottowia	captive_ape	wild_ape	77	377	0	5e-04	1	11.4	0.001	0.591
bonobo.kruskal	Ottowia	captive_bonobo	wild_bonobo	9	69	0	0	1	0.1	0.718	1
chimp.kruskal	Ottowia	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Ottowia	captive_gorilla	wild_gorilla	21	176	0	0.001	1	7.5	0.006	1
cp_wd.kruskal	Viridibacillus	captive_ape	wild_ape	77	377	0	2e-04	1	8	0.005	1
bonobo.kruskal	Viridibacillus	captive_bonobo	wild_bonobo	9	69	0	0	1	0.1	0.718	1
chimp.kruskal	Viridibacillus	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Viridibacillus	captive_gorilla	wild_gorilla	21	176	0	5e-04	1	5	0.025	1
cp_wd.kruskal	Leucobacter	captive_ape	wild_ape	77	377	0	6e-04	1	13.7	0	0.17
bonobo.kruskal	Leucobacter	captive_bonobo	wild_bonobo	9	69	0	0	1	0.1	0.718	1
chimp.kruskal	Leucobacter	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Leucobacter	captive_gorilla	wild_gorilla	21	176	0	0.0013	1	9.4	0.002	1
cp_wd.kruskal	Bilophila	captive_ape	wild_ape	77	377	0	1e-04	1	1.8	0.18	1
bonobo.kruskal	Bilophila	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Bilophila	captive_chimp	wild_chimp	25	132	0	2e-04	1	5.5	0.019	1
gorilla.kruskal	Bilophila	captive_gorilla	wild_gorilla	21	176	1e-04	0	1	8.4	0.004	1
cp_wd.kruskal	Paraclostridium	captive_ape	wild_ape	77	377	0	0	1	1.2	0.266	1
bonobo.kruskal	Paraclostridium	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Paraclostridium	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Paraclostridium	captive_gorilla	wild_gorilla	21	176	0	1e-04	1	0.7	0.391	1
cp_wd.kruskal	Ruminococcaceae_UCG-012	captive_ape	wild_ape	77	377	4e-04	0	1	9.8	0.002	1
bonobo.kruskal	Ruminococcaceae_UCG-012	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Ruminococcaceae_UCG-012	captive_chimp	wild_chimp	25	132	0.0011	0	1	10.6	0.001	0.892
gorilla.kruskal	Ruminococcaceae_UCG-012	captive_gorilla	wild_gorilla	21	176	0	0	NA	NA	NA	NA
cp_wd.kruskal	Lachnospiraceae_NC2004_group	captive_ape	wild_ape	77	377	1e-04	0	1	8.6	0.003	1
bonobo.kruskal	Lachnospiraceae_NC2004_group	captive_bonobo	wild_bonobo	9	69	0	1e-04	1	0.4	0.526	1
chimp.kruskal	Lachnospiraceae_NC2004_group	captive_chimp	wild_chimp	25	132	2e-04	0	1	4.9	0.027	1
gorilla.kruskal	Lachnospiraceae_NC2004_group	captive_gorilla	wild_gorilla	21	176	0	0	1	16.8	0	0.033
cp_wd.kruskal	Tyzzerella	captive_ape	wild_ape	77	377	0	2e-04	1	9.9	0.002	1
bonobo.kruskal	Tyzzerella	captive_bonobo	wild_bonobo	9	69	0	0.0011	1	10.5	0.001	0.973
chimp.kruskal	Tyzzerella	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Tyzzerella	captive_gorilla	wild_gorilla	21	176	0	0	NA	NA	NA	NA
cp_wd.kruskal	Candidatus_Soleaferrea	captive_ape	wild_ape	77	377	0.0011	0	1	207.9	0	0
bonobo.kruskal	Candidatus_Soleaferrea	captive_bonobo	wild_bonobo	9	69	7e-04	0	1	31.9	0	0
chimp.kruskal	Candidatus_Soleaferrea	captive_chimp	wild_chimp	25	132	7e-04	0	1	93.1	0	0
gorilla.kruskal	Candidatus_Soleaferrea	captive_gorilla	wild_gorilla	21	176	2e-04	0	1	51.6	0	0
cp_wd.kruskal	Anaerobium	captive_ape	wild_ape	77	377	0	1e-04	1	1.4	0.229	1
bonobo.kruskal	Anaerobium	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Anaerobium	captive_chimp	wild_chimp	25	132	0	3e-04	1	1.2	0.279	1
gorilla.kruskal	Anaerobium	captive_gorilla	wild_gorilla	21	176	0	0	1	0.1	0.73	1
cp_wd.kruskal	Paenibacillus	captive_ape	wild_ape	77	377	0	4e-04	1	12.7	0	0.297
bonobo.kruskal	Paenibacillus	captive_bonobo	wild_bonobo	9	69	0	2e-04	1	0.4	0.526	1
chimp.kruskal	Paenibacillus	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Paenibacillus	captive_gorilla	wild_gorilla	21	176	0	7e-04	1	8.1	0.004	1
cp_wd.kruskal	Ruminococcaceae_UCG-003	captive_ape	wild_ape	77	377	0.0013	4e-04	1	64.5	0	0
bonobo.kruskal	Ruminococcaceae_UCG-003	captive_bonobo	wild_bonobo	9	69	9e-04	6e-04	1	1.4	0.243	1
chimp.kruskal	Ruminococcaceae_UCG-003	captive_chimp	wild_chimp	25	132	0.0012	7e-04	1	8.1	0.004	1
gorilla.kruskal	Ruminococcaceae_UCG-003	captive_gorilla	wild_gorilla	21	176	0.001	0	1	81.2	0	0
cp_wd.kruskal	Incertae_Sedis	captive_ape	wild_ape	77	377	4e-04	2e-04	1	2.9	0.09	1
bonobo.kruskal	Incertae_Sedis	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Incertae_Sedis	captive_chimp	wild_chimp	25	132	4e-04	5e-04	1	0.4	0.553	1
gorilla.kruskal	Incertae_Sedis	captive_gorilla	wild_gorilla	21	176	8e-04	0	1	36.9	0	0
cp_wd.kruskal	Ketogulonicigenium	captive_ape	wild_ape	77	377	0	2e-04	1	7.2	0.007	1
bonobo.kruskal	Ketogulonicigenium	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Ketogulonicigenium	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Ketogulonicigenium	captive_gorilla	wild_gorilla	21	176	0	5e-04	1	4.7	0.031	1
cp_wd.kruskal	Acholeplasma	captive_ape	wild_ape	77	377	0	2e-04	1	9.4	0.002	1
bonobo.kruskal	Acholeplasma	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Acholeplasma	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Acholeplasma	captive_gorilla	wild_gorilla	21	176	0	4e-04	1	6.2	0.013	1
cp_wd.kruskal	Prevotellaceae_Ga6A1_group	captive_ape	wild_ape	77	377	0	2e-04	1	22.5	0	0.002
bonobo.kruskal	Prevotellaceae_Ga6A1_group	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Prevotellaceae_Ga6A1_group	captive_chimp	wild_chimp	25	132	0	7e-04	1	31.7	0	0
gorilla.kruskal	Prevotellaceae_Ga6A1_group	captive_gorilla	wild_gorilla	21	176	0	0	NA	NA	NA	NA
cp_wd.kruskal	Lachnospiraceae_UCG-001	captive_ape	wild_ape	77	377	3e-04	0	1	4.3	0.039	1
bonobo.kruskal	Lachnospiraceae_UCG-001	captive_bonobo	wild_bonobo	9	69	0	0	1	0.5	0.461	1
chimp.kruskal	Lachnospiraceae_UCG-001	captive_chimp	wild_chimp	25	132	2e-04	1e-04	1	0.1	0.804	1
gorilla.kruskal	Lachnospiraceae_UCG-001	captive_gorilla	wild_gorilla	21	176	3e-04	0	1	34	0	0
cp_wd.kruskal	Paeniclostridium	captive_ape	wild_ape	77	377	0	0	1	0.2	0.651	1
bonobo.kruskal	Paeniclostridium	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Paeniclostridium	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Paeniclostridium	captive_gorilla	wild_gorilla	21	176	0	0	1	0.1	0.73	1
cp_wd.kruskal	Hungatella	captive_ape	wild_ape	77	377	0	0	1	0.4	0.522	1
bonobo.kruskal	Hungatella	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Hungatella	captive_chimp	wild_chimp	25	132	0	1e-04	1	0.4	0.537	1
gorilla.kruskal	Hungatella	captive_gorilla	wild_gorilla	21	176	0	0	NA	NA	NA	NA
cp_wd.kruskal	Slackia	captive_ape	wild_ape	77	377	0	0.0011	1	96.2	0	0
bonobo.kruskal	Slackia	captive_bonobo	wild_bonobo	9	69	0	0.0013	1	19.2	0	0.009
chimp.kruskal	Slackia	captive_chimp	wild_chimp	25	132	0	0.0018	1	58.5	0	0
gorilla.kruskal	Slackia	captive_gorilla	wild_gorilla	21	176	1e-04	5e-04	1	10.4	0.001	0.997
cp_wd.kruskal	Moheibacter	captive_ape	wild_ape	77	377	0	0	1	0.4	0.522	1
bonobo.kruskal	Moheibacter	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Moheibacter	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Moheibacter	captive_gorilla	wild_gorilla	21	176	0	1e-04	1	0.2	0.624	1
cp_wd.kruskal	Ruminococcaceae_UCG-009	captive_ape	wild_ape	77	377	4e-04	0	1	119.6	0	0
bonobo.kruskal	Ruminococcaceae_UCG-009	captive_bonobo	wild_bonobo	9	69	2e-04	0	1	31.9	0	0
chimp.kruskal	Ruminococcaceae_UCG-009	captive_chimp	wild_chimp	25	132	4e-04	1e-04	1	27.5	0	0
gorilla.kruskal	Ruminococcaceae_UCG-009	captive_gorilla	wild_gorilla	21	176	8e-04	0	1	144.9	0	0
cp_wd.kruskal	Lachnospiraceae_UCG-004	captive_ape	wild_ape	77	377	4e-04	6e-04	1	4.4	0.037	1
bonobo.kruskal	Lachnospiraceae_UCG-004	captive_bonobo	wild_bonobo	9	69	2e-04	7e-04	1	6	0.014	1
chimp.kruskal	Lachnospiraceae_UCG-004	captive_chimp	wild_chimp	25	132	4e-04	6e-04	1	0.5	0.475	1
gorilla.kruskal	Lachnospiraceae_UCG-004	captive_gorilla	wild_gorilla	21	176	1e-04	6e-04	1	2.3	0.133	1
cp_wd.kruskal	Aquamicrobium	captive_ape	wild_ape	77	377	0	1e-04	1	3.6	0.058	1
bonobo.kruskal	Aquamicrobium	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Aquamicrobium	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Aquamicrobium	captive_gorilla	wild_gorilla	21	176	0	3e-04	1	2.2	0.138	1
cp_wd.kruskal	Lachnoclostridium_12	captive_ape	wild_ape	77	377	0	0	1	0.2	0.651	1
bonobo.kruskal	Lachnoclostridium_12	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Lachnoclostridium_12	captive_chimp	wild_chimp	25	132	0	0	1	0.2	0.663	1
gorilla.kruskal	Lachnoclostridium_12	captive_gorilla	wild_gorilla	21	176	0	0	NA	NA	NA	NA
cp_wd.kruskal	Butyricimonas	captive_ape	wild_ape	77	377	4e-04	0	1	89.8	0	0
bonobo.kruskal	Butyricimonas	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Butyricimonas	captive_chimp	wild_chimp	25	132	5e-04	0	1	17.2	0	0.027
gorilla.kruskal	Butyricimonas	captive_gorilla	wild_gorilla	21	176	3e-04	0	1	34	0	0
cp_wd.kruskal	Vagococcus	captive_ape	wild_ape	77	377	0	2e-04	1	7.5	0.006	1
bonobo.kruskal	Vagococcus	captive_bonobo	wild_bonobo	9	69	0	0	1	0.3	0.607	1
chimp.kruskal	Vagococcus	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Vagococcus	captive_gorilla	wild_gorilla	21	176	0	4e-04	1	4.5	0.034	1
cp_wd.kruskal	Morganella	captive_ape	wild_ape	77	377	0	0	1	2.3	0.13	1
bonobo.kruskal	Morganella	captive_bonobo	wild_bonobo	9	69	0	0	1	0.3	0.607	1
chimp.kruskal	Morganella	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Morganella	captive_gorilla	wild_gorilla	21	176	0	1e-04	1	1.1	0.29	1
cp_wd.kruskal	Schwartzia	captive_ape	wild_ape	77	377	0	4e-04	1	54.2	0	0
bonobo.kruskal	Schwartzia	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Schwartzia	captive_chimp	wild_chimp	25	132	0	0.001	1	44.1	0	0
gorilla.kruskal	Schwartzia	captive_gorilla	wild_gorilla	21	176	0	2e-04	1	11.4	0.001	0.592
cp_wd.kruskal	Xylophilus	captive_ape	wild_ape	77	377	0	2e-04	1	5.8	0.016	1
bonobo.kruskal	Xylophilus	captive_bonobo	wild_bonobo	9	69	0	1e-04	1	0.3	0.607	1
chimp.kruskal	Xylophilus	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Xylophilus	captive_gorilla	wild_gorilla	21	176	0	4e-04	1	3.4	0.066	1
cp_wd.kruskal	Intestinimonas	captive_ape	wild_ape	77	377	0.0011	0.0013	1	0	0.931	1
bonobo.kruskal	Intestinimonas	captive_bonobo	wild_bonobo	9	69	2e-04	5e-04	1	2.1	0.149	1
chimp.kruskal	Intestinimonas	captive_chimp	wild_chimp	25	132	5e-04	0.0033	1	42.7	0	0
gorilla.kruskal	Intestinimonas	captive_gorilla	wild_gorilla	21	176	3e-04	2e-04	1	0.8	0.366	1
cp_wd.kruskal	Oxalobacter	captive_ape	wild_ape	77	377	0	3e-04	1	31.6	0	0
bonobo.kruskal	Oxalobacter	captive_bonobo	wild_bonobo	9	69	0	3e-04	1	2.2	0.141	1
chimp.kruskal	Oxalobacter	captive_chimp	wild_chimp	25	132	1e-04	5e-04	1	30.5	0	0
gorilla.kruskal	Oxalobacter	captive_gorilla	wild_gorilla	21	176	1e-04	2e-04	1	1.4	0.234	1
cp_wd.kruskal	Dehalobacterium	captive_ape	wild_ape	77	377	7e-04	0	1	55.2	0	0
bonobo.kruskal	Dehalobacterium	captive_bonobo	wild_bonobo	9	69	0	0	1	0.5	0.461	1
chimp.kruskal	Dehalobacterium	captive_chimp	wild_chimp	25	132	0.001	0	1	11.2	0.001	0.661
gorilla.kruskal	Dehalobacterium	captive_gorilla	wild_gorilla	21	176	0.0014	0	1	125.4	0	0
cp_wd.kruskal	Sellimonas	captive_ape	wild_ape	77	377	0	0	NA	NA	NA	NA
bonobo.kruskal	Sellimonas	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Sellimonas	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Sellimonas	captive_gorilla	wild_gorilla	21	176	0	0	NA	NA	NA	NA
cp_wd.kruskal	Negativibacillus	captive_ape	wild_ape	77	377	2e-04	0	1	91.5	0	0
bonobo.kruskal	Negativibacillus	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Negativibacillus	captive_chimp	wild_chimp	25	132	3e-04	0	1	68	0	0
gorilla.kruskal	Negativibacillus	captive_gorilla	wild_gorilla	21	176	0	0	NA	NA	NA	NA
cp_wd.kruskal	Coprococcus_1	captive_ape	wild_ape	77	377	7e-04	6e-04	1	1.7	0.198	1
bonobo.kruskal	Coprococcus_1	captive_bonobo	wild_bonobo	9	69	1e-04	0.001	1	12.7	0	0.289
chimp.kruskal	Coprococcus_1	captive_chimp	wild_chimp	25	132	0.0013	0.001	1	1.4	0.238	1
gorilla.kruskal	Coprococcus_1	captive_gorilla	wild_gorilla	21	176	4e-04	1e-04	1	67.2	0	0
cp_wd.kruskal	Eggerthella	captive_ape	wild_ape	77	377	0	0	1	0.2	0.651	1
bonobo.kruskal	Eggerthella	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Eggerthella	captive_chimp	wild_chimp	25	132	0	0	1	0.2	0.663	1
gorilla.kruskal	Eggerthella	captive_gorilla	wild_gorilla	21	176	0	0	NA	NA	NA	NA
cp_wd.kruskal	Candidatus_Methanomethylophilus	captive_ape	wild_ape	77	377	0	3e-04	1	27.8	0	0
bonobo.kruskal	Candidatus_Methanomethylophilus	captive_bonobo	wild_bonobo	9	69	0	6e-04	1	9.7	0.002	1
chimp.kruskal	Candidatus_Methanomethylophilus	captive_chimp	wild_chimp	25	132	0	0	1	0	0.954	1
gorilla.kruskal	Candidatus_Methanomethylophilus	captive_gorilla	wild_gorilla	21	176	0	5e-04	1	11.4	0.001	0.593
cp_wd.kruskal	Enterorhabdus	captive_ape	wild_ape	77	377	2e-04	0	1	173.5	0	0
bonobo.kruskal	Enterorhabdus	captive_bonobo	wild_bonobo	9	69	1e-04	0	1	15.5	0	0.065
chimp.kruskal	Enterorhabdus	captive_chimp	wild_chimp	25	132	3e-04	0	1	93.1	0	0
gorilla.kruskal	Enterorhabdus	captive_gorilla	wild_gorilla	21	176	0	0	1	25.4	0	0
cp_wd.kruskal	Coprobacillus	captive_ape	wild_ape	77	377	0	0	NA	NA	NA	NA
bonobo.kruskal	Coprobacillus	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Coprobacillus	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Coprobacillus	captive_gorilla	wild_gorilla	21	176	0	0	NA	NA	NA	NA
cp_wd.kruskal	Flavonifractor	captive_ape	wild_ape	77	377	0	0	1	0.2	0.651	1
bonobo.kruskal	Flavonifractor	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Flavonifractor	captive_chimp	wild_chimp	25	132	0	0	1	0.2	0.663	1
gorilla.kruskal	Flavonifractor	captive_gorilla	wild_gorilla	21	176	0	0	NA	NA	NA	NA
cp_wd.kruskal	Lachnospiraceae_UCG-010	captive_ape	wild_ape	77	377	0	0	1	0.7	0.418	1
bonobo.kruskal	Lachnospiraceae_UCG-010	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Lachnospiraceae_UCG-010	captive_chimp	wild_chimp	25	132	0	1e-04	1	0.6	0.45	1
gorilla.kruskal	Lachnospiraceae_UCG-010	captive_gorilla	wild_gorilla	21	176	0	0	NA	NA	NA	NA
cp_wd.kruskal	Caproiciproducens	captive_ape	wild_ape	77	377	2e-04	0	1	13.7	0	0.17
bonobo.kruskal	Caproiciproducens	captive_bonobo	wild_bonobo	9	69	9e-04	0	1	43.4	0	0
chimp.kruskal	Caproiciproducens	captive_chimp	wild_chimp	25	132	0	1e-04	1	3.1	0.078	1
gorilla.kruskal	Caproiciproducens	captive_gorilla	wild_gorilla	21	176	2e-04	0	1	34	0	0
cp_wd.kruskal	Micrococcus	captive_ape	wild_ape	77	377	0	1e-04	1	9.6	0.002	1
bonobo.kruskal	Micrococcus	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Micrococcus	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Micrococcus	captive_gorilla	wild_gorilla	21	176	0	3e-04	1	6.4	0.011	1
cp_wd.kruskal	Alicycliphilus	captive_ape	wild_ape	77	377	0	1e-04	1	2.9	0.086	1
bonobo.kruskal	Alicycliphilus	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Alicycliphilus	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Alicycliphilus	captive_gorilla	wild_gorilla	21	176	0	2e-04	1	1.8	0.181	1
cp_wd.kruskal	Ochrobactrum	captive_ape	wild_ape	77	377	0	0	1	5.6	0.018	1
bonobo.kruskal	Ochrobactrum	captive_bonobo	wild_bonobo	9	69	0	1e-04	1	0.4	0.526	1
chimp.kruskal	Ochrobactrum	captive_chimp	wild_chimp	25	132	0	0	1	0.4	0.537	1
gorilla.kruskal	Ochrobactrum	captive_gorilla	wild_gorilla	21	176	0	0	1	2.8	0.096	1
cp_wd.kruskal	Ruminococcaceae_UCG-004	captive_ape	wild_ape	77	377	0	0	1	0.2	0.651	1
bonobo.kruskal	Ruminococcaceae_UCG-004	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Ruminococcaceae_UCG-004	captive_chimp	wild_chimp	25	132	0	0	1	0.2	0.663	1
gorilla.kruskal	Ruminococcaceae_UCG-004	captive_gorilla	wild_gorilla	21	176	0	0	NA	NA	NA	NA
cp_wd.kruskal	Helicobacter	captive_ape	wild_ape	77	377	0	0	NA	NA	NA	NA
bonobo.kruskal	Helicobacter	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Helicobacter	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Helicobacter	captive_gorilla	wild_gorilla	21	176	0	0	NA	NA	NA	NA
cp_wd.kruskal	Pseudorhodobacter	captive_ape	wild_ape	77	377	0	2e-04	1	11.9	0.001	0.449
bonobo.kruskal	Pseudorhodobacter	captive_bonobo	wild_bonobo	9	69	0	0	1	0.1	0.718	1
chimp.kruskal	Pseudorhodobacter	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Pseudorhodobacter	captive_gorilla	wild_gorilla	21	176	0	4e-04	1	7.9	0.005	1
cp_wd.kruskal	Adlercreutzia	captive_ape	wild_ape	77	377	0	0	NA	NA	NA	NA
bonobo.kruskal	Adlercreutzia	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Adlercreutzia	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
